order_id,order_date,region,category,product,channel,customer_age_group,quantity,unit_price,amount,is_returned
ORD20250727,2026-01-13,东北,手机数码,OPPO Find X9,京东,46+,3,8079.38,24238.14,0
ORD20250728,2025-06-25,华东,手机数码,小米 16,线下门店,46+,5,9662.11,48310.55,0
ORD20250729,2025-11-22,华北,图书文娱,《三体》全集,京东,46+,2,63.17,126.34,0
ORD20250730,2025-01-14,华北,图书文娱,《三体》全集,京东,46+,2,85.44,170.88,0
ORD20250731,2026-01-19,华东,食品生鲜,阳澄湖大闸蟹,天猫,18-25,1,21.39,21.39,0
ORD20250732,2025-12-03,华南,图书文娱,《三体》全集,京东,46+,5,148.51,742.55,0
ORD20250733,2025-12-06,华东,服饰鞋包,优衣库卫衣,线下门店,26-35,1,221.76,221.76,0
ORD20250734,2026-01-26,华东,图书文娱,儿童绘本套装,天猫,46+,2,99.05,198.1,0
ORD20250735,2025-05-09,华北,家用电器,海尔冰箱,天猫,18-25,1,5184.63,5184.63,0
ORD20250736,2025-07-22,华东,美妆个护,兰蔻小黑瓶,京东,46+,3,107.15,321.45,0
ORD20250737,2026-05-08,华中,家用电器,小米电视,京东,46+,3,6940.68,20822.04,0
ORD20250738,2026-05-09,华南,食品生鲜,三只松鼠坚果,拼多多,36-45,5,149.64,748.2,0
ORD20250739,2025-09-21,华南,家用电器,戴森吸尘器,京东,46+,5,5895.19,29475.95,0
ORD20250740,2025-07-14,东北,家用电器,戴森吸尘器,京东,46+,4,1807.01,7228.04,0
ORD20250741,2025-11-12,华北,图书文娱,switch 游戏卡带,拼多多,18-25,3,69.92,209.76,0
ORD20250742,2025-12-23,华南,食品生鲜,五常大米,京东,18-25,2,46.9,93.8,0
ORD20252154,2026-07-22,西南,家用电器,小米电视,京东,18-25,2,7775.92,15551.84,0
ORD20250744,2026-01-29,华北,图书文娱,《三体》全集,京东,26-35,2,21.6,43.2,0
ORD20250745,2025-11-06,华北,家用电器,小米电视,抖音,46+,4,2247.11,8988.44,0
ORD20250746,2026-05-19,华东,图书文娱,儿童绘本套装,京东,46+,1,34.21,34.21,0
ORD20250747,2026-01-19,华东,图书文娱,switch 游戏卡带,天猫,18-25,4,42.18,168.72,0
ORD20250748,2025-07-16,华中,家用电器,小米电视,京东,18-25,2,1847.24,3694.48,0
ORD20250749,2026-01-22,华东,家用电器,美的空调,抖音,46+,1,2557.07,2557.07,0
ORD20250750,2025-02-12,华北,手机数码,iPhone 17 Pro,京东,36-45,1,1483.83,1483.83,0
ORD20250751,2025-12-11,东北,美妆个护,SK-II 神仙水,拼多多,36-45,3,314.05,942.15,0
ORD20250752,2025-04-13,东北,美妆个护,SK-II 神仙水,抖音,26-35,5,56.9,284.5,1
ORD20250753,2025-09-12,华北,手机数码,OPPO Find X9,京东,26-35,5,3930.04,19650.2,1
ORD20250754,2025-11-30,华东,图书文娱,switch 游戏卡带,京东,18-25,3,22.16,66.48,0
ORD20250755,2026-06-01,华南,美妆个护,兰蔻小黑瓶,京东,46+,1,375.11,375.11,0
ORD20250756,2026-07-08,华东,美妆个护,完美日记口红,抖音,18-25,1,256.62,256.62,0
ORD20250757,2025-10-15,华东,图书文娱,switch 游戏卡带,线下门店,18-25,1,40.83,40.83,0
ORD20250758,2025-08-17,,食品生鲜,三只松鼠坚果,天猫,26-35,4,27.18,108.72,0
ORD20250759,2025-11-17,华北,手机数码,iPhone 17 Pro,京东,26-35,5,4918.65,24593.25,0
ORD20250760,2025-08-16,华东,美妆个护,SK-II 神仙水,京东,36-45,3,392.5,1177.5,0
ORD20250761,2025-10-18,华北,美妆个护,完美日记口红,天猫,36-45,4,99.29,397.16,0
ORD20250762,2026-01-21,东北,图书文娱,《三体》全集,拼多多,26-35,1,55.55,55.55,0
ORD20250763,2026-02-06,东北,家用电器,海尔冰箱,线下门店,46+,1,7408.32,7408.32,0
ORD20250764,2026-02-05,华北,图书文娱,switch 游戏卡带,天猫,26-35,4,148.74,594.96,0
ORD20250765,2025-11-28,华北,食品生鲜,三只松鼠坚果,拼多多,36-45,4,28.49,113.96,0
ORD20250766,2026-05-10,华东,家用电器,海尔冰箱,拼多多,26-35,5,1359.22,6796.1,0
ORD20250767,2025-06-01,华中,手机数码,华为 Mate 80,线下门店,18-25,3,8930.72,26792.16,0
ORD20250768,2025-12-13,华中,美妆个护,完美日记口红,抖音,26-35,2,474.18,948.36,1
ORD20250769,2025-06-26,华南,家用电器,美的空调,拼多多,46+,4,4062.42,16249.68,0
ORD20250770,2025-05-03,华东,图书文娱,儿童绘本套装,抖音,26-35,4,67.75,271.0,1
ORD20250771,2025-07-05,华中,食品生鲜,五常大米,京东,26-35,5,101.1,505.5,0
ORD20250772,2026-06-27,华北,手机数码,iPhone 17 Pro,拼多多,26-35,5,2870.77,14353.85,0
ORD20250773,2025-07-04,华南,手机数码,小米 16,天猫,26-35,2,10454.44,20908.88,0
ORD20250774,2025-02-05,华东,图书文娱,switch 游戏卡带,京东,26-35,2,31.42,62.84,0
ORD20250775,2026-06-16,华南,图书文娱,儿童绘本套装,京东,46+,1,52.28,52.28,0
ORD20250776,2026-06-07,华东,食品生鲜,三只松鼠坚果,天猫,26-35,3,125.17,375.51,0
ORD20250777,2025-10-12,华北,家用电器,美的空调,京东,36-45,2,4936.51,9873.02,0
ORD20250778,2026-06-08,华南,家用电器,海尔冰箱,京东,46+,4,3811.72,15246.88,0
ORD20250779,2026-07-16,华南,食品生鲜,三只松鼠坚果,京东,36-45,2,24.73,49.46,0
ORD20250780,2025-04-11,华中,家用电器,小米电视,线下门店,18-25,2,2407.08,4814.16,0
ORD20250781,2026-05-17,华南,图书文娱,儿童绘本套装,拼多多,36-45,3,96.55,289.65,0
ORD20250782,2026-02-03,西南,手机数码,OPPO Find X9,京东,26-35,2,4361.56,8723.12,0
ORD20250783,2025-05-10,华北,图书文娱,switch 游戏卡带,天猫,36-45,5,112.72,563.6,0
ORD20250784,2026-04-14,华中,家用电器,小米电视,京东,36-45,5,3520.48,17602.4,0
ORD20250785,2025-04-06,华东,食品生鲜,五常大米,天猫,46+,2,67.99,135.98,0
ORD20250786,2026-06-12,华北,手机数码,iPhone 17 Pro,京东,26-35,4,8382.77,33531.08,0
ORD20250787,2026-06-25,华东,图书文娱,switch 游戏卡带,线下门店,26-35,1,112.84,112.84,0
ORD20250788,2026-01-24,华中,服饰鞋包,耐克跑鞋,线下门店,26-35,2,435.26,870.52,0
ORD20250789,2025-10-28,华东,手机数码,OPPO Find X9,天猫,36-45,3,4150.79,12452.37,0
ORD20250790,2026-05-15,华东,图书文娱,switch 游戏卡带,京东,36-45,5,127.34,636.7,0
ORD20250791,2025-01-10,华南,服饰鞋包,优衣库卫衣,京东,26-35,2,351.55,703.1,0
ORD20250792,2025-09-14,华南,美妆个护,SK-II 神仙水,京东,26-35,1,103.15,103.15,0
ORD20250793,2026-03-26,华南,服饰鞋包,耐克跑鞋,天猫,26-35,1,792.03,792.03,0
ORD20250794,2025-02-02,,服饰鞋包,耐克跑鞋,线下门店,36-45,1,150.26,150.26,0
ORD20250795,2025-05-11,西南,美妆个护,SK-II 神仙水,京东,46+,5,262.92,1314.6,0
ORD20250796,2025-12-19,西南,手机数码,华为 Mate 80,天猫,36-45,1,2212.58,2212.58,0
ORD20250797,2025-10-24,华东,食品生鲜,阳澄湖大闸蟹,天猫,26-35,1,92.52,92.52,0
ORD20250798,2026-03-16,西南,家用电器,美的空调,抖音,26-35,2,2464.77,4929.54,0
ORD20250799,2025-05-16,华东,食品生鲜,三只松鼠坚果,线下门店,46+,2,53.58,107.16,1
ORD20250800,2026-01-25,华南,家用电器,海尔冰箱,天猫,46+,1,6955.5,6955.5,0
ORD20250801,2025-11-08,华南,食品生鲜,阳澄湖大闸蟹,抖音,26-35,4,132.34,529.36,0
ORD20250802,2025-11-26,华南,手机数码,iPhone 17 Pro,京东,36-45,2,1257.96,2515.92,0
ORD20250803,2025-05-14,西南,服饰鞋包,耐克跑鞋,抖音,36-45,3,278.27,834.81,0
ORD20250804,2025-05-04,华中,服饰鞋包,李宁羽绒服,拼多多,26-35,2,488.25,976.5,0
ORD20250805,2025-12-18,华南,手机数码,华为 Mate 80,京东,26-35,1,11348.36,11348.36,1
ORD20250806,2026-01-10,西南,家用电器,小米电视,天猫,46+,4,4538.82,18155.28,0
ORD20250807,2025-05-13,华中,食品生鲜,三只松鼠坚果,拼多多,26-35,1,41.72,41.72,0
ORD20250808,2026-06-10,华东,美妆个护,完美日记口红,京东,46+,4,351.81,1407.24,0
ORD20250809,2025-06-13,华北,服饰鞋包,优衣库卫衣,拼多多,46+,2,188.05,376.1,0
ORD20250810,2025-08-14,华东,图书文娱,《三体》全集,天猫,18-25,5,53.65,268.25,0
ORD20250811,2026-01-13,华中,服饰鞋包,李宁羽绒服,天猫,26-35,1,529.71,529.71,0
ORD20250812,2025-10-14,华中,食品生鲜,五常大米,抖音,18-25,3,71.68,215.04,0
ORD20250813,2026-07-19,华南,图书文娱,switch 游戏卡带,天猫,46+,4,142.94,571.76,0
ORD20250814,2026-05-06,华东,家用电器,海尔冰箱,拼多多,26-35,4,3138.53,12554.12,0
ORD20250815,2025-01-22,东北,美妆个护,SK-II 神仙水,抖音,26-35,2,334.36,668.72,0
ORD20250816,2026-02-17,华北,手机数码,iPhone 17 Pro,抖音,46+,4,3546.84,14187.36,0
ORD20250817,2025-02-14,西南,手机数码,小米 16,天猫,18-25,1,9350.59,9350.59,0
ORD20250818,2025-03-29,华南,手机数码,OPPO Find X9,拼多多,36-45,1,6874.55,6874.55,0
ORD20250819,2025-05-07,华东,家用电器,戴森吸尘器,天猫,46+,2,730.24,1460.48,0
ORD20250820,2026-01-30,华北,家用电器,海尔冰箱,线下门店,46+,1,2045.4,2045.4,0
ORD20250821,2025-04-23,华中,图书文娱,switch 游戏卡带,京东,36-45,1,83.94,83.94,0
ORD20250822,2025-12-09,华北,手机数码,华为 Mate 80,拼多多,36-45,1,7570.47,7570.47,0
ORD20250823,2025-05-31,华南,服饰鞋包,李宁羽绒服,拼多多,46+,3,706.55,2119.65,0
ORD20250824,2025-10-13,华南,手机数码,华为 Mate 80,天猫,46+,5,5587.48,27937.4,0
ORD20250825,2025-12-08,华中,美妆个护,兰蔻小黑瓶,京东,46+,4,256.21,1024.84,0
ORD20250826,2025-08-24,华北,美妆个护,SK-II 神仙水,京东,26-35,5,282.02,1410.1,0
ORD20250827,2025-01-18,华南,家用电器,海尔冰箱,线下门店,18-25,3,322.07,966.21,0
ORD20250828,2026-03-08,东北,服饰鞋包,优衣库卫衣,抖音,18-25,2,271.02,542.04,0
ORD20250829,2026-03-11,西南,图书文娱,儿童绘本套装,抖音,46+,2,69.07,138.14,0
ORD20250830,2025-05-25,华东,家用电器,小米电视,天猫,26-35,1,1431.03,1431.03,0
ORD20250831,2025-11-03,西南,家用电器,小米电视,拼多多,18-25,5,5678.94,28394.7,0
ORD20250832,2025-06-27,华东,家用电器,小米电视,抖音,46+,1,7084.91,7084.91,0
ORD20250833,2025-08-21,华东,服饰鞋包,优衣库卫衣,京东,26-35,5,426.4,2132.0,0
ORD20250834,2026-02-06,西南,美妆个护,完美日记口红,抖音,18-25,5,56.32,281.6,0
ORD20250835,2025-06-18,华南,美妆个护,SK-II 神仙水,天猫,18-25,4,177.2,708.8,0
ORD20250836,2025-12-10,华南,服饰鞋包,李宁羽绒服,天猫,26-35,5,634.1,3170.5,0
ORD20250837,2025-02-03,华东,服饰鞋包,李宁羽绒服,抖音,46+,2,463.77,927.54,0
ORD20250838,2026-05-28,西南,服饰鞋包,李宁羽绒服,京东,26-35,1,757.63,757.63,0
ORD20250839,2026-05-31,西南,手机数码,华为 Mate 80,天猫,46+,3,5361.61,16084.83,0
ORD20250840,2026-04-20,华北,手机数码,华为 Mate 80,拼多多,26-35,3,2605.7,7817.1,0
ORD20250841,2026-06-20,华南,家用电器,海尔冰箱,京东,36-45,5,4275.52,21377.6,0
ORD20250842,2026-02-01,华中,美妆个护,完美日记口红,天猫,26-35,1,448.62,448.62,0
ORD20250843,2025-11-13,华中,美妆个护,兰蔻小黑瓶,京东,46+,1,408.22,408.22,0
ORD20250844,2026-01-08,华东,服饰鞋包,李宁羽绒服,拼多多,36-45,2,101.12,202.24,0
ORD20250845,2026-05-15,东北,服饰鞋包,耐克跑鞋,京东,26-35,4,537.72,2150.88,0
ORD20250846,2026-01-18,华南,食品生鲜,阳澄湖大闸蟹,天猫,18-25,5,190.89,954.45,0
ORD20250847,2026-07-29,东北,图书文娱,switch 游戏卡带,京东,46+,1,116.34,116.34,0
ORD20250848,2025-04-06,华南,家用电器,小米电视,天猫,26-35,4,7031.02,28124.08,0
ORD20250849,2025-12-03,华南,美妆个护,完美日记口红,京东,46+,4,123.75,495.0,0
ORD20250850,2026-04-27,华东,美妆个护,完美日记口红,天猫,46+,1,286.19,286.19,0
ORD20250851,2025-08-07,东北,服饰鞋包,李宁羽绒服,京东,36-45,4,783.92,3135.68,0
ORD20250852,2026-02-19,东北,手机数码,OPPO Find X9,拼多多,26-35,2,1575.7,3151.4,0
ORD20250853,2026-03-15,西南,服饰鞋包,优衣库卫衣,天猫,46+,2,672.91,1345.82,0
ORD20250854,2026-03-24,西南,食品生鲜,阳澄湖大闸蟹,拼多多,26-35,2,193.46,386.92,0
ORD20250855,2025-11-28,东北,图书文娱,儿童绘本套装,抖音,36-45,5,100.15,500.75,1
ORD20250856,2025-11-21,华中,美妆个护,SK-II 神仙水,天猫,18-25,2,264.74,529.48,0
ORD20250857,2025-04-10,西南,家用电器,海尔冰箱,京东,26-35,4,5219.66,20878.64,0
ORD20250858,2025-01-15,华南,家用电器,戴森吸尘器,拼多多,18-25,3,1915.18,5745.54,0
ORD20250859,2025-12-27,华北,图书文娱,儿童绘本套装,线下门店,36-45,4,73.83,295.32,0
ORD20250860,2025-06-16,华南,家用电器,小米电视,抖音,18-25,4,3598.55,14394.2,0
ORD20250861,2026-02-26,西南,手机数码,iPhone 17 Pro,抖音,18-25,1,8075.8,8075.8,0
ORD20250862,2025-04-28,华南,美妆个护,兰蔻小黑瓶,京东,46+,2,134.75,269.5,0
ORD20250863,2026-06-04,东北,图书文娱,switch 游戏卡带,京东,46+,4,20.99,83.96,0
ORD20250864,2025-01-27,华南,手机数码,小米 16,京东,46+,4,1165.96,4663.84,0
ORD20250865,2026-03-16,华北,美妆个护,完美日记口红,天猫,36-45,2,319.65,639.3,0
ORD20250866,2025-07-28,华东,美妆个护,兰蔻小黑瓶,抖音,26-35,2,76.8,153.6,1
ORD20250867,2026-01-02,华北,图书文娱,《三体》全集,天猫,26-35,5,139.68,698.4,0
ORD20250868,2025-10-09,华东,美妆个护,兰蔻小黑瓶,抖音,18-25,3,339.85,1019.55,0
ORD20250869,2025-10-17,华东,食品生鲜,三只松鼠坚果,京东,36-45,1,30.34,30.34,0
ORD20250870,2025-03-20,华南,家用电器,戴森吸尘器,抖音,46+,4,1075.17,4300.68,0
ORD20250871,2025-02-02,华南,家用电器,戴森吸尘器,京东,18-25,3,378.08,1134.24,0
ORD20250872,2026-07-03,华北,图书文娱,《三体》全集,天猫,36-45,3,140.46,421.38,0
ORD20250873,2025-08-14,西南,家用电器,海尔冰箱,天猫,46+,1,2822.06,2822.06,0
ORD20250874,2026-05-23,华中,手机数码,华为 Mate 80,天猫,26-35,3,8730.54,26191.62,0
ORD20250875,2025-11-16,华东,图书文娱,儿童绘本套装,京东,46+,3,145.04,435.12,0
ORD20250876,2026-03-16,华南,图书文娱,儿童绘本套装,拼多多,46+,3,126.07,378.21,0
ORD20250877,2026-02-24,东北,手机数码,小米 16,京东,18-25,5,3634.31,18171.55,0
ORD20250878,2026-01-02,华东,服饰鞋包,耐克跑鞋,京东,36-45,4,643.17,2572.68,0
ORD20250879,2025-11-26,华北,服饰鞋包,耐克跑鞋,天猫,26-35,1,587.6,587.6,0
ORD20250880,2026-03-22,华南,手机数码,华为 Mate 80,天猫,46+,5,3914.14,19570.7,0
ORD20250881,2026-04-09,华南,服饰鞋包,耐克跑鞋,天猫,18-25,4,139.44,557.76,0
ORD20250882,2026-04-18,东北,图书文娱,switch 游戏卡带,天猫,18-25,5,148.43,742.15,0
ORD20250883,2025-10-09,华南,手机数码,iPhone 17 Pro,抖音,36-45,-3,6062.81,6062.81,0
ORD20250884,2025-04-16,华东,手机数码,iPhone 17 Pro,天猫,36-45,4,4142.57,16570.28,0
ORD20250885,2025-04-01,华中,图书文娱,switch 游戏卡带,拼多多,18-25,4,49.42,197.68,0
ORD20250886,2025-02-14,华中,手机数码,iPhone 17 Pro,天猫,46+,3,10693.18,32079.54,0
ORD20250887,2025-05-03,东北,家用电器,小米电视,抖音,18-25,2,4792.59,9585.18,0
ORD20250888,2025-11-26,华南,家用电器,美的空调,天猫,36-45,5,3980.04,19900.2,0
ORD20250889,2025-03-03,华北,服饰鞋包,耐克跑鞋,拼多多,26-35,5,676.66,3383.3,0
ORD20250890,2026-06-25,华南,服饰鞋包,耐克跑鞋,抖音,26-35,2,660.5,1321.0,0
ORD20250891,2026-01-08,华南,手机数码,华为 Mate 80,拼多多,26-35,2,3250.39,6500.78,0
ORD20250892,2025-04-15,东北,美妆个护,完美日记口红,天猫,18-25,2,352.55,705.1,0
ORD20250893,2026-06-28,华东,家用电器,美的空调,京东,26-35,3,520.11,1560.33,0
ORD20250894,2026-01-14,华北,食品生鲜,五常大米,线下门店,26-35,4,106.51,426.04,0
ORD20250895,2026-06-27,华北,美妆个护,兰蔻小黑瓶,抖音,26-35,2,309.2,618.4,0
ORD20250896,2025-09-02,华东,家用电器,海尔冰箱,拼多多,46+,1,709.16,709.16,0
ORD20250897,2025-12-22,西南,手机数码,小米 16,抖音,18-25,2,9019.95,18039.9,0
ORD20250898,2025-11-09,西南,图书文娱,《三体》全集,京东,18-25,5,81.98,409.9,0
ORD20250899,2026-03-15,华东,服饰鞋包,耐克跑鞋,拼多多,26-35,4,156.38,625.52,0
ORD20250900,2026-04-29,东北,手机数码,小米 16,拼多多,26-35,5,4744.01,23720.05,0
ORD20250901,2025-12-10,西南,手机数码,小米 16,抖音,36-45,1,4211.55,4211.55,0
ORD20250902,2026-05-11,西南,手机数码,iPhone 17 Pro,天猫,46+,3,4172.7,12518.1,0
ORD20250903,2025-02-01,西南,图书文娱,switch 游戏卡带,京东,18-25,2,66.44,132.88,0
ORD20250904,2026-06-24,华中,美妆个护,SK-II 神仙水,拼多多,46+,1,483.76,483.76,0
ORD20250905,2026-06-17,东北,服饰鞋包,优衣库卫衣,京东,46+,3,192.93,578.79,0
ORD20250906,2025-06-03,华南,服饰鞋包,李宁羽绒服,抖音,36-45,3,132.64,397.92,0
ORD20250907,2025-02-11,东北,手机数码,iPhone 17 Pro,天猫,36-45,3,974.63,2923.89,1
ORD20250908,2025-05-22,华南,服饰鞋包,李宁羽绒服,抖音,26-35,1,87.43,87.43,0
ORD20250909,2025-03-24,华东,图书文娱,switch 游戏卡带,天猫,46+,3,38.54,115.62,0
ORD20250910,2025-11-15,华南,手机数码,小米 16,拼多多,26-35,3,11106.17,33318.51,0
ORD20250911,2026-07-22,华南,家用电器,戴森吸尘器,抖音,46+,3,1344.82,4034.46,0
ORD20250912,2026-06-24,华南,美妆个护,完美日记口红,抖音,46+,-3,75.14,300.56,0
ORD20250913,2026-04-18,华北,美妆个护,SK-II 神仙水,天猫,26-35,4,481.88,1927.52,0
ORD20250914,2026-01-18,华北,服饰鞋包,李宁羽绒服,拼多多,18-25,2,485.24,970.48,0
ORD20250915,2026-06-15,华东,美妆个护,兰蔻小黑瓶,天猫,18-25,2,219.38,438.76,0
ORD20250916,2026-06-08,华东,手机数码,华为 Mate 80,京东,46+,3,7132.97,21398.91,0
ORD20250917,2025-11-15,华中,图书文娱,switch 游戏卡带,抖音,26-35,2,59.12,118.24,0
ORD20250918,2025-09-11,华南,手机数码,OPPO Find X9,京东,18-25,2,7562.46,15124.92,0
ORD20250919,2026-07-14,华北,美妆个护,SK-II 神仙水,拼多多,18-25,2,415.53,831.06,0
ORD20250920,2025-09-04,西南,图书文娱,儿童绘本套装,天猫,46+,1,44.03,44.03,0
ORD20250921,2026-05-20,华东,图书文娱,switch 游戏卡带,抖音,18-25,1,144.68,144.68,0
ORD20250922,2026-04-14,华南,美妆个护,完美日记口红,京东,46+,2,43.15,86.3,1
ORD20250923,2026-04-15,华中,服饰鞋包,耐克跑鞋,京东,26-35,2,400.93,801.86,0
ORD20250924,2025-03-06,华东,图书文娱,儿童绘本套装,抖音,36-45,5,70.78,353.9,0
ORD20250925,2025-11-07,华东,家用电器,小米电视,京东,46+,3,6344.2,19032.6,0
ORD20250926,2026-06-04,华北,家用电器,海尔冰箱,抖音,36-45,5,5755.45,28777.25,0
ORD20250927,2025-06-12,华北,美妆个护,SK-II 神仙水,线下门店,46+,1,51.12,51.12,0
ORD20250928,2025-04-28,西南,家用电器,小米电视,拼多多,18-25,2,1111.82,2223.64,0
ORD20250929,2026-01-22,,服饰鞋包,李宁羽绒服,天猫,36-45,1,574.04,574.04,0
ORD20250930,2025-06-15,华北,图书文娱,《三体》全集,天猫,18-25,3,49.31,147.93,0
ORD20250931,2025-12-15,西南,图书文娱,儿童绘本套装,抖音,46+,1,46.46,46.46,0
ORD20250932,2026-05-28,华北,家用电器,海尔冰箱,拼多多,46+,5,6672.33,33361.65,0
ORD20250933,2025-11-02,华南,美妆个护,兰蔻小黑瓶,抖音,36-45,1,297.5,297.5,1
ORD20250934,2026-01-02,东北,服饰鞋包,耐克跑鞋,天猫,26-35,3,342.82,1028.46,0
ORD20250935,2025-02-03,华东,食品生鲜,阳澄湖大闸蟹,拼多多,18-25,5,69.33,346.65,0
ORD20250936,2025-03-05,华东,食品生鲜,五常大米,线下门店,18-25,3,185.59,556.77,0
ORD20250937,2025-04-17,华北,手机数码,小米 16,京东,36-45,4,7499.25,29997.0,0
ORD20250938,2026-07-17,华南,家用电器,戴森吸尘器,京东,36-45,1,7470.6,7470.6,0
ORD20250939,2025-01-11,西南,手机数码,iPhone 17 Pro,线下门店,18-25,2,3398.77,6797.54,0
ORD20250940,2025-10-17,华南,家用电器,海尔冰箱,线下门店,26-35,1,889.91,889.91,0
ORD20250941,2025-03-20,华北,美妆个护,SK-II 神仙水,抖音,36-45,1,338.6,338.6,0
ORD20250942,2025-10-01,华北,家用电器,美的空调,天猫,46+,4,5791.13,23164.52,0
ORD20250943,2026-06-18,西南,食品生鲜,三只松鼠坚果,天猫,26-35,4,63.16,252.64,1
ORD20250944,2025-02-04,华北,家用电器,戴森吸尘器,拼多多,18-25,4,5304.29,21217.16,0
ORD20250945,2026-01-27,华东,食品生鲜,三只松鼠坚果,京东,46+,4,104.12,416.48,0
ORD20250946,2026-07-21,西南,图书文娱,儿童绘本套装,天猫,46+,3,24.07,72.21,0
ORD20250947,2025-09-24,华南,图书文娱,儿童绘本套装,线下门店,26-35,5,119.97,599.85,0
ORD20250948,2025-10-08,华东,手机数码,小米 16,京东,46+,3,9755.4,29266.2,1
ORD20250949,2025-01-13,华北,服饰鞋包,耐克跑鞋,拼多多,26-35,3,251.56,754.68,0
ORD20250950,2026-07-24,华东,手机数码,iPhone 17 Pro,天猫,36-45,4,899.35,3597.4,0
ORD20250951,2025-10-10,华南,美妆个护,兰蔻小黑瓶,抖音,26-35,2,151.26,302.52,0
ORD20250952,2025-02-09,华北,图书文娱,switch 游戏卡带,抖音,18-25,1,50.25,50.25,0
ORD20250953,2025-12-28,,家用电器,海尔冰箱,京东,18-25,1,7628.12,7628.12,0
ORD20250954,2025-07-28,华南,手机数码,OPPO Find X9,天猫,46+,5,1667.44,8337.2,0
ORD20250955,2026-01-04,华南,家用电器,戴森吸尘器,京东,36-45,1,2814.36,2814.36,0
ORD20250956,2025-01-27,华东,家用电器,戴森吸尘器,京东,36-45,3,643.5,1930.5,0
ORD20250957,2025-06-03,华中,美妆个护,兰蔻小黑瓶,线下门店,26-35,5,45.32,226.6,0
ORD20250958,2026-06-25,华北,食品生鲜,五常大米,京东,46+,5,149.45,747.25,0
ORD20250959,2025-09-07,西南,家用电器,戴森吸尘器,天猫,36-45,5,2556.6,12783.0,0
ORD20250960,2026-02-24,华南,手机数码,iPhone 17 Pro,线下门店,46+,2,5784.08,11568.16,0
ORD20250961,2025-10-21,华东,美妆个护,SK-II 神仙水,京东,26-35,4,137.99,551.96,0
ORD20250962,2026-04-10,华东,图书文娱,switch 游戏卡带,拼多多,46+,2,136.98,273.96,0
ORD20250963,2025-03-16,东北,家用电器,小米电视,线下门店,36-45,1,6720.71,6720.71,0
ORD20250964,2025-10-28,东北,图书文娱,switch 游戏卡带,抖音,18-25,5,51.39,256.95,0
ORD20250965,2026-03-23,华南,手机数码,华为 Mate 80,抖音,18-25,1,9073.98,9073.98,0
ORD20250966,2026-04-10,华南,手机数码,小米 16,线下门店,18-25,5,7442.14,37210.7,0
ORD20250967,2026-06-15,华北,美妆个护,SK-II 神仙水,天猫,46+,3,52.7,158.1,0
ORD20250968,2025-11-18,华南,家用电器,美的空调,天猫,46+,2,622.9,1245.8,0
ORD20250969,2025-10-13,华东,家用电器,海尔冰箱,天猫,18-25,3,7531.88,22595.64,0
ORD20250970,2025-01-27,华南,食品生鲜,五常大米,京东,46+,5,161.81,809.05,0
ORD20250971,2025-12-01,华南,美妆个护,SK-II 神仙水,抖音,18-25,3,461.46,1384.38,0
ORD20250972,2026-06-18,东北,服饰鞋包,李宁羽绒服,拼多多,18-25,1,375.03,375.03,0
ORD20250973,2026-05-24,华东,图书文娱,《三体》全集,线下门店,26-35,1,51.97,51.97,1
ORD20250974,2026-05-12,华北,手机数码,小米 16,京东,36-45,4,7046.66,28186.64,0
ORD20250975,2026-04-03,华北,手机数码,iPhone 17 Pro,天猫,36-45,3,5499.45,16498.35,0
ORD20250976,2025-08-29,华东,服饰鞋包,优衣库卫衣,拼多多,46+,4,578.61,2314.44,0
ORD20250977,2026-02-26,华南,服饰鞋包,耐克跑鞋,天猫,18-25,3,556.24,1668.72,0
ORD20250978,2025-02-16,华南,图书文娱,儿童绘本套装,拼多多,26-35,2,64.18,128.36,0
ORD20250979,2026-07-21,华东,手机数码,华为 Mate 80,京东,26-35,5,7640.42,38202.1,0
ORD20250980,2025-08-23,华东,食品生鲜,阳澄湖大闸蟹,京东,26-35,4,173.35,693.4,0
ORD20250981,2026-06-24,华南,家用电器,小米电视,天猫,36-45,1,577.78,577.78,0
ORD20250982,2025-03-20,西南,家用电器,小米电视,天猫,26-35,2,560.09,1120.18,0
ORD20250983,2025-11-16,华南,食品生鲜,五常大米,天猫,36-45,4,46.91,187.64,0
ORD20250984,2026-04-28,华南,手机数码,华为 Mate 80,线下门店,36-45,3,11655.74,34967.22,0
ORD20250985,2026-01-27,华南,图书文娱,switch 游戏卡带,线下门店,18-25,5,85.86,429.3,0
ORD20250986,2025-11-15,西南,食品生鲜,三只松鼠坚果,天猫,26-35,1,85.5,85.5,0
ORD20250987,2025-08-27,华南,美妆个护,SK-II 神仙水,京东,36-45,5,147.49,737.45,0
ORD20250988,2026-07-13,华中,手机数码,华为 Mate 80,京东,46+,3,8516.77,25550.31,0
ORD20250989,2026-01-20,华东,图书文娱,儿童绘本套装,抖音,26-35,1,139.76,139.76,0
ORD20250990,2026-05-23,西南,手机数码,OPPO Find X9,天猫,46+,1,10717.63,10717.63,0
ORD20250991,2026-01-16,华东,服饰鞋包,耐克跑鞋,京东,26-35,1,376.61,376.61,0
ORD20250992,2025-05-19,西南,图书文娱,switch 游戏卡带,天猫,46+,3,87.52,262.56,0
ORD20250993,2025-01-06,华东,美妆个护,完美日记口红,天猫,46+,1,496.86,496.86,0
ORD20250994,2025-06-10,华北,手机数码,华为 Mate 80,京东,18-25,5,6049.37,30246.85,0
